RCDTS,Level,School Name,District,City,County,District Type,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title I Status,State Senate District,State House District,# Student Enrollment,% Student Enrollment -Male,% Student Enrollment - Female,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - Never EL,% Student Enrollment - Low Income,Latitude,Longitude
35-050-1220-02-1006,School,Lincoln Jr High School,La Salle ESD 122,La Salle,La Salle,Elementary District,Middle/Junior High School,6 - 8,Targeted,Children with Disabilities,Title 1 Schoolwide,38.0,76.0,261.0,55.2,44.8,51.7,7.7,33.0,,23.0,20.3,80.1,74.7,41.340087,-89.096739
35-050-1220-02-2005,School,Northwest Elem School,La Salle ESD 122,La Salle,La Salle,Elementary District,Elementary School,PK - 5,Commendable,All Students,Title 1 Schoolwide,38.0,76.0,639.0,50.9,49.1,51.3,5.2,35.7,7.8,26.8,25.2,84.5,68.1,41.346844,-89.102348
35-050-1200-17-0000,District,,La Salle-Peru Twp HSD 120,La Salle,La Salle,High School District,,,,,,,,1137.0,50.7,49.3,67.1,2.5,24.4,4.3,18.3,13.8,85.0,47.1,25.7232612,-100.3406166
35-050-1200-17-0001,School,La Salle-Peru Twp High School,La Salle-Peru Twp HSD 120,La Salle,La Salle,High School District,High School,9 - 12,Commendable,All Students,Title 1 Schoolwide,38.0,76.0,1137.0,50.7,49.3,67.1,2.5,24.4,4.3,18.3,13.8,85.0,47.1,41.33253,-89.10536
28-006-0940-04-0000,District,,Ladd CCSD 94,Ladd,Bureau,Elementary District,,,,,,,,182.0,53.3,46.7,73.6,,19.8,6.6,26.9,22.0,94.5,53.3,41.382567,-89.219179
28-006-0940-04-2001,School,Ladd Comm Cons Sch,Ladd CCSD 94,Ladd,Bureau,Elementary District,Elementary School,PK - 8,Targeted,Children with Disabilities,Title 1 Schoolwide,38.0,76.0,182.0,53.3,46.7,73.6,,19.8,6.6,26.9,22.0,94.5,53.3,41.3780678,-89.2169054
06-016-1060-02-0000,District,,LaGrange Highlands SD 106,La Grange Highlands,Cook,Elementary District,,,,,,,,1001.0,51.0,49.0,77.8,,11.9,4.5,16.2,11.7,93.8,3.5,41.782468,-87.891509
06-016-1060-02-2001,School,Highlands Elem School,LaGrange Highlands SD 106,La Grange Highlands,Cook,Elementary District,Elementary School,PK - 4,Exemplary,All Students,Title 1 Targeted,41.0,82.0,567.0,52.0,48.0,79.2,,10.1,4.8,17.1,14.8,94.5,3.7,38.733772,-89.66847
06-016-1060-02-1003,School,Highlands Middle School,LaGrange Highlands SD 106,La Grange Highlands,Cook,Elementary District,Middle/Junior High School,5 - 8,Commendable,All Students,Title 1 Targeted,41.0,82.0,434.0,49.8,50.2,76.0,,14.3,4.1,15.0,7.6,92.9,3.2,41.781891,-87.892731
34-049-0650-02-0000,District,,Lake Bluff ESD 65,Lake Bluff,Lake,Elementary District,,,,,,,,874.0,50.1,49.9,74.4,,13.6,5.1,23.5,13.7,87.1,10.3,42.279684,-87.854271
34-049-0650-02-2006,School,Lake Bluff Elem Sch,Lake Bluff ESD 65,Lake Bluff,Lake,Elementary District,Elementary School,PK - 5,Exemplary,All Students,Title 1 Targeted,29.0,58.0,571.0,49.4,50.6,75.8,,12.8,5.4,21.2,13.8,87.9,9.1,42.284246,-87.857342
34-049-0650-02-1003,School,Lake Bluff Middle School,Lake Bluff ESD 65,Lake Bluff,Lake,Elementary District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Targeted,29.0,58.0,303.0,51.5,48.5,71.6,,15.2,4.6,27.7,13.5,85.5,12.5,42.2752562,-87.844354
34-049-1150-16-0000,District,,Lake Forest CHSD 115,Lake Forest,Lake,High School District,,,,,,,,1348.0,51.2,48.8,76.2,1.2,11.4,5.3,37.9,13.9,92.2,5.9,42.2326446,-87.8601656
34-049-1150-16-0001,School,Lake Forest High School,Lake Forest CHSD 115,Lake Forest,Lake,High School District,High School,9 - 12,Exemplary,All Students,Title 1 Targeted,29.0,58.0,1348.0,51.2,48.8,76.2,1.2,11.4,5.3,37.9,13.9,92.2,5.9,42.26418,-87.842303
34-049-0670-05-0000,District,,Lake Forest SD 67,Lake Forest,Lake,Elementary District,,,,,,,,1644.0,50.7,49.3,84.8,,4.7,6.0,24.0,13.9,93.4,1.3,42.2326446,-87.8601656
34-049-0670-05-2001,School,Cherokee Elem School,Lake Forest SD 67,Lake Forest,Lake,Elementary District,Elementary School,K - 4,Exemplary,All Students,Title 1 Ineligible Due to Ranking,29.0,58.0,339.0,49.6,50.4,85.8,,5.3,5.3,20.6,10.6,95.3,,42.22558,-87.8359
34-049-0670-05-2007,School,Deer Path Middle Sch East,Lake Forest SD 67,Lake Forest,Lake,Elementary District,Elementary School,5 - 6,Exemplary,All Students,Title 1 Ineligible Due to Ranking,29.0,58.0,374.0,53.5,46.5,84.5,,4.5,6.7,28.3,16.0,89.8,,42.248517,-87.847804
34-049-0670-05-1003,School,Deer Path Middle Sch West,Lake Forest SD 67,Lake Forest,Lake,Elementary District,Middle/Junior High School,7 - 8,Exemplary,All Students,Title 1 Targeted,29.0,58.0,360.0,48.6,51.4,84.4,,,6.7,27.5,11.9,92.5,,42.23502,-87.87479
34-049-0670-05-2004,School,Everett Elem School,Lake Forest SD 67,Lake Forest,Lake,Elementary District,Elementary School,K - 4,Exemplary,All Students,Title 1 Ineligible Due to Ranking,29.0,58.0,308.0,51.3,48.7,78.9,,6.8,8.1,21.4,14.9,96.1,,42.2163077,-87.874661
34-049-0670-05-2005,School,Sheridan Elem School,Lake Forest SD 67,Lake Forest,Lake,Elementary District,Elementary School,PK - 4,Exemplary,All Students,Title 1 Targeted,29.0,58.0,263.0,50.2,49.8,91.3,,3.8,,20.5,16.3,94.3,,42.2641274,-87.8360784
19-022-1080-16-0000,District,,Lake Park CHSD 108,Roselle,Dupage,High School District,,,,,,,,2466.0,51.0,49.0,58.3,4.7,23.6,2.8,16.9,10.6,70.6,17.3,41.9834714,-88.0802613
19-022-1080-16-0001,School,Lake Park High School,Lake Park CHSD 108,Roselle,Dupage,High School District,High School,9 - 12,Commendable,All Students,Title 1 Targeted,24.0,48.0,2466.0,51.0,49.0,58.3,4.7,23.6,2.8,16.9,10.6,70.6,17.3,41.97758,-88.0946
34-049-0410-04-0000,District,,Lake Villa CCSD 41,Lake Villa,Lake,Elementary District,,,,,,,,2316.0,50.2,49.8,46.8,3.4,38.7,8.8,26.3,19.0,77.6,41.5,27.52615,-100.99486
34-049-0410-04-2003,School,B J Hooper Elem School,Lake Villa CCSD 41,Lindenhurst,Lake,Elementary District,Elementary School,PK - 5,Commendable,All Students,Title 1 Targeted,31.0,61.0,535.0,52.5,47.5,50.7,,38.1,7.7,26.7,21.3,83.2,43.0,42.408468,-88.021095
34-049-0410-04-2001,School,Olive C Martin School,Lake Villa CCSD 41,Lake Villa,Lake,Elementary District,Elementary School,PK - 5,Commendable,All Students,Title 1 Targeted,32.0,64.0,501.0,47.5,52.5,41.3,4.2,45.1,7.6,28.7,23.0,73.1,46.7,42.427372,-88.113966
34-049-0410-04-1004,School,Peter J Palombi School,Lake Villa CCSD 41,Lake Villa,Lake,Elementary District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Targeted,32.0,64.0,801.0,48.9,51.1,48.7,3.4,38.3,8.0,24.6,15.2,73.8,43.6,42.41169,-88.07869
34-049-0410-04-2004,School,William L Thompson School,Lake Villa CCSD 41,Lake Villa,Lake,Elementary District,Elementary School,PK - 5,Commendable,All Students,Title 1 Ineligible Due to Ranking,32.0,64.0,479.0,52.6,47.4,45.3,,33.4,12.5,26.3,18.8,82.7,30.9,42.404564,-88.095089
34-049-0950-26-0000,District,,Lake Zurich CUSD 95,Lake Zurich,Lake,Unit District,,,,,,,,5718.0,51.1,,74.8,1.5,9.7,3.0,21.2,12.7,72.6,20.4,42.196926,-88.093087
34-049-0950-26-2007,School,Isaac Fox Elementary School,Lake Zurich CUSD 95,Lake Zurich,Lake,Unit District,Elementary School,K - 5,Exemplary,All Students,Title 1 Ineligible Due to Ranking,26.0,51.0,486.0,50.2,49.8,82.7,,6.2,,19.8,13.4,76.1,15.6,42.1745624,-88.0847181
34-049-0950-26-0001,School,Lake Zurich High School,Lake Zurich CUSD 95,Lake Zurich,Lake,Unit District,High School,9 - 12,Exemplary,All Students,Title 1 Ineligible Due to Ranking,26.0,51.0,1795.0,50.7,,77.3,1.1,9.4,1.7,21.7,10.7,74.0,18.8,42.20286,-88.08705
34-049-0950-26-1002,School,Lake Zurich Middle - N Campus,Lake Zurich CUSD 95,Hawthorn Woods,Lake,Unit District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Schoolwide,26.0,51.0,678.0,51.3,48.7,69.6,2.5,10.5,2.9,22.6,10.9,66.7,22.7,42.17411,-88.0861
34-049-0950-26-1003,School,Lake Zurich Middle - S Campus,Lake Zurich CUSD 95,Lake Zurich,Lake,Unit District,Middle/Junior High School,6 - 8,Exemplary,All Students,Title 1 Ineligible Due to Ranking,26.0,51.0,612.0,52.1,47.9,80.4,,5.9,3.4,25.2,13.1,77.8,15.7,42.17502,-88.08563
34-049-0950-26-2005,School,May Whitney Elem School,Lake Zurich CUSD 95,Lake Zurich,Lake,Unit District,Elementary School,PK - 5,Exemplary,All Students,Title 1 Schoolwide,26.0,51.0,738.0,50.5,49.5,69.1,1.5,13.0,4.1,23.3,19.5,72.0,26.3,42.20056,-88.086945
34-049-0950-26-2006,School,Sarah Adams Elementary School,Lake Zurich CUSD 95,Lake Zurich,Lake,Unit District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,26.0,51.0,417.0,54.2,45.8,75.1,5.5,8.4,,22.8,18.0,73.4,26.1,42.189067,-88.073847
34-049-0950-26-2003,School,Seth Paine Elem School,Lake Zurich CUSD 95,Hawthorn Woods,Lake,Unit District,Elementary School,K - 5,Exemplary,All Students,Title 1 Schoolwide,26.0,51.0,478.0,51.0,49.0,68.4,,18.6,4.4,13.0,7.7,58.6,31.2,42.2127342,-88.1032998
34-049-0950-26-2008,School,Spencer Loomis Elementary School,Lake Zurich CUSD 95,Hawthorn Woods,Lake,Unit District,Elementary School,K - 5,Commendable,All Students,Title 1 Ineligible Due to Ranking,26.0,51.0,499.0,50.9,49.1,72.5,,5.4,3.2,15.6,9.4,79.4,8.4,42.225458,-88.093782
07-016-1580-02-0000,District,,Lansing SD 158,Lansing,Cook,Elementary District,,,,,,,,2461.0,49.9,50.1,5.2,60.5,28.1,5.2,17.1,17.1,89.0,94.1,41.564841,-87.539244
07-016-1580-02-2001,School,Coolidge Elementary School,Lansing SD 158,Lansing,Cook,Elementary District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,17.0,33.0,653.0,49.6,50.4,6.4,53.8,34.9,,17.3,17.3,90.5,99.8,41.57115,-87.53393
07-016-1580-02-3001,School,Lester Crawl Primary Ctr,Lansing SD 158,Lansing,Cook,Elementary District,Special School,PK - 1,,,Title 1 Schoolwide,17.0,33.0,129.0,56.6,43.4,,62.0,29.5,,35.7,35.7,100.0,,41.56202,-87.54148
07-016-1580-02-1004,School,Memorial Jr High School,Lansing SD 158,Lansing,Cook,Elementary District,Middle/Junior High School,6 - 8,Targeted,Children with Disabilities,Title 1 Schoolwide,17.0,33.0,825.0,49.9,50.1,6.4,59.0,27.9,5.5,13.3,13.3,84.2,99.2,41.5634666,-87.5505089
07-016-1580-02-2005,School,Oak Glen Elem School,Lansing SD 158,Lansing,Cook,Elementary District,Elementary School,K - 5,Targeted,Children with Disabilities,Title 1 Schoolwide,17.0,34.0,514.0,50.2,49.8,2.9,68.9,21.4,5.8,19.6,19.6,93.2,98.2,41.563868,-87.566093
07-016-1580-02-2006,School,Reavis Elem School,Lansing SD 158,Lansing,Cook,Elementary District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,17.0,33.0,340.0,47.1,52.9,3.8,64.1,25.0,4.7,14.7,14.7,87.4,98.8,41.584,-87.5365
56-099-070C-04-0000,District,,Laraway CCSD 70C,Joliet,Will,Elementary District,,,,,,,,410.0,46.1,53.9,4.9,45.4,46.1,3.7,17.8,17.8,70.0,91.7,41.5249557,-88.0829791
56-099-070C-04-2001,School,Laraway School,Laraway CCSD 70C,Joliet,Will,Elementary District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,43.0,86.0,410.0,46.1,53.9,4.9,45.4,46.1,3.7,17.8,17.8,70.0,91.7,41.492932,-88.062611
12-051-0200-26-0000,District,,Lawrence County CUD 20,Lawrenceville,Lawrence,Unit District,,,,,,,,1032.0,52.1,47.9,90.8,,3.4,3.3,16.0,13.4,99.5,65.3,38.727033,-87.68728
12-051-0200-26-0008,School,Lawrenceville High School,Lawrence County CUD 20,Lawrenceville,Lawrence,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Eligible but Not Served,51.0,102.0,291.0,51.2,48.8,91.1,,3.8,,10.0,10.0,,56.4,38.731292,-87.679891
12-051-0200-26-2007,School,Parkside Elementary School,Lawrence County CUD 20,Lawrenceville,Lawrence,Unit District,Elementary School,PK - 5,Commendable,All Students,Title 1 Schoolwide,51.0,102.0,509.0,52.7,47.3,91.4,,,4.5,18.3,15.9,100.0,70.5,38.7191166,-87.6941158
12-051-0200-26-1007,School,Parkview Jr High School,Lawrence County CUD 20,Lawrenceville,Lawrence,Unit District,Middle/Junior High School,6 - 8,Targeted,Children with Disabilities,Title 1 Eligible but Not Served,51.0,102.0,232.0,52.2,47.8,89.2,,5.2,,18.5,12.1,99.1,65.1,38.731292,-87.679891
34-049-9010-25-0000,District,,LEARN John and Kathy Schreiber Charter School,Waukegan,Lake,Unit District,,,,,,,,519.0,49.1,50.9,,8.7,88.1,,12.1,9.1,33.5,83.8,42.359584,-87.8339
34-049-9010-25-201C,School,LEARN John and Kathy Schreiber Charter School,LEARN John and Kathy Schreiber Charter School,Waukegan,Lake,Unit District,Elementary School,K - 8,Commendable,All Students,Title 1 Schoolwide,30.0,60.0,519.0,49.1,50.9,,8.7,88.1,,12.1,9.1,33.5,83.8,42.3791,-87.8465
50-082-0090-26-0000,District,,Lebanon CUSD 9,Lebanon,Saint Clair,Unit District,,,,,,,,516.0,51.4,48.6,68.4,13.4,8.1,8.5,24.6,20.7,,40.5,38.603944,-89.810378
50-082-0090-26-2002,School,Lebanon Elem School,Lebanon CUSD 9,Lebanon,Saint Clair,Unit District,Elementary School,PK - 5,Commendable,All Students,Title 1 Targeted,57.0,114.0,303.0,48.5,51.5,66.0,11.2,10.2,11.2,21.5,18.2,,41.6,38.599645,-89.81286
50-082-0090-26-0003,School,Lebanon High School,Lebanon CUSD 9,Lebanon,Saint Clair,Unit District,High School,6 - 12,Commendable,All Students,Title 1 Targeted,57.0,114.0,213.0,55.4,44.6,71.8,16.4,5.2,4.7,29.1,24.4,,39.0,38.600406,-89.812848
35-050-0010-26-0000,District,,Leland CUSD 1,Leland,La Salle,Unit District,,,,,,,,248.0,51.6,48.4,74.2,,24.2,,21.4,18.5,90.3,36.3,41.615496,-88.799181
35-050-0010-26-2001,School,Leland Elem School,Leland CUSD 1,Leland,La Salle,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,37.0,74.0,166.0,51.2,48.8,73.5,,24.1,,25.9,21.7,92.2,36.1,41.617614,-88.8002398
35-050-0010-26-0001,School,Leland High School,Leland CUSD 1,Leland,La Salle,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Schoolwide,37.0,74.0,82.0,52.4,47.6,75.6,,24.4,,12.2,12.2,86.6,36.6,41.61753,-88.80008
07-016-2100-17-0000,District,,Lemont Twp HSD 210,Lemont,Cook,High School District,,,,,,,,1276.0,52.0,48.0,79.9,0.8,11.9,3.4,19.5,10.2,83.3,16.7,41.674089,-88.00018
07-016-2100-17-0001,School,Lemont Twp High School,Lemont Twp HSD 210,Lemont,Cook,High School District,High School,9 - 12,Commendable,All Students,Title 1 Targeted,41.0,82.0,1276.0,52.0,48.0,79.9,0.8,11.9,3.4,19.5,10.2,83.3,16.7,41.67614,-87.99117
07-016-113A-02-0000,District,,Lemont-Bromberek CSD 113A,Lemont,Cook,Elementary District,,,,,,,,2661.0,51.7,48.3,81.4,0.9,10.1,2.2,21.5,15.0,85.7,18.0,41.674089,-88.00018
07-016-113A-02-2005,School,Central School,Lemont-Bromberek CSD 113A,Lemont,Cook,Elementary District,Elementary School,4 - 5,Commendable,All Students,Title 1 Targeted,41.0,82.0,593.0,50.1,49.9,80.9,,10.8,2.7,21.2,13.3,84.5,18.9,41.6725,-87.9966
07-016-113A-02-2002,School,Oakwood School,Lemont-Bromberek CSD 113A,Lemont,Cook,Elementary District,Elementary School,PK - 1,Commendable,All Students,Title 1 Targeted,41.0,82.0,623.0,54.9,45.1,82.0,,10.8,1.6,24.7,22.8,87.8,14.6,41.6592,-87.996
07-016-113A-02-1002,School,Old Quarry Middle Sch,Lemont-Bromberek CSD 113A,Lemont,Cook,Elementary District,Middle/Junior High School,6 - 8,Exemplary,All Students,Title 1 Targeted,41.0,82.0,857.0,50.2,49.8,81.8,,9.5,1.8,20.9,11.2,83.9,19.8,41.6545183,-88.0142596
07-016-113A-02-2004,School,River Valley School,Lemont-Bromberek CSD 113A,Lemont,Cook,Elementary District,Elementary School,2 - 3,Commendable,All Students,Title 1 Targeted,41.0,82.0,588.0,52.0,48.0,80.8,,9.5,3.1,19.4,13.8,87.2,18.2,41.658359,-87.997079
08-089-2020-26-0000,District,,Lena Winslow CUSD 202,Lena,Stephenson,Unit District,,,,,,,,811.0,50.3,49.7,91.6,1.6,4.3,2.0,12.7,12.7,97.0,39.6,20.283483,-102.634943
08-089-2020-26-2003,School,Lena-Winslow Elem School,Lena Winslow CUSD 202,Lena,Stephenson,Unit District,Elementary School,PK - 5,Commendable,All Students,Title 1 Targeted,45.0,89.0,408.0,49.5,50.5,92.2,,4.4,,11.3,11.3,96.3,40.2,42.377,-89.8153
08-089-2020-26-0001,School,Lena-Winslow High School,Lena Winslow CUSD 202,Lena,Stephenson,Unit District,High School,9 - 12,Exemplary,All Students,Title 1 Targeted,45.0,89.0,228.0,50.0,50.0,92.1,,4.4,,14.5,14.5,98.2,37.3,42.3787,-89.8155
08-089-2020-26-1002,School,Lena-Winslow Jr High School,Lena Winslow CUSD 202,Lena,Stephenson,Unit District,Middle/Junior High School,6 - 8,Exemplary,All Students,Title 1 Targeted,45.0,89.0,175.0,52.6,47.4,89.7,,,,13.7,13.7,97.1,41.1,42.3787,-89.8155
17-064-0020-26-0000,District,,LeRoy CUSD 2,Le Roy,McLean,Unit District,,,,,,,,738.0,52.3,47.7,93.1,1.6,1.9,3.4,14.1,14.0,99.1,24.5,29.65198,-107.33254
17-064-0020-26-2001,School,LeRoy Elementary School,LeRoy CUSD 2,Le Roy,McLean,Unit District,Elementary School,PK - 6,Commendable,All Students,Title 1 Targeted,44.0,88.0,402.0,51.2,48.8,92.0,,,4.2,16.9,16.9,,26.6,40.3541,-88.7543
17-064-0020-26-0003,School,LeRoy High School,LeRoy CUSD 2,Le Roy,McLean,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Eligible but Not Served,44.0,88.0,234.0,53.4,46.6,94.0,,,,11.5,11.1,98.3,22.2,40.346916,-88.755897
17-064-0020-26-1002,School,LeRoy Junior High School,LeRoy CUSD 2,Le Roy,McLean,Unit District,Middle/Junior High School,7 - 8,Commendable,All Students,Title 1 Eligible but Not Served,44.0,88.0,102.0,53.9,46.1,95.1,,,,,,100.0,21.6,40.34664,-88.7551
26-029-0970-26-0000,District,,Lewistown CUSD 97,Lewistown,Fulton,Unit District,,,,,,,,579.0,48.2,51.8,96.0,,,2.8,23.5,23.3,,51.1,40.395878,-90.1551843
26-029-0970-26-2002,School,Central Elem School,Lewistown CUSD 97,Lewistown,Fulton,Unit District,Elementary School,PK - 6,Commendable,All Students,Title 1 Schoolwide,47.0,94.0,325.0,50.2,49.8,95.4,,,,21.8,21.5,100.0,53.2,40.385258,-90.1518
26-029-0970-26-0001,School,Lewistown Jr/Sr High School,Lewistown CUSD 97,Lewistown,Fulton,Unit District,High School,7 - 12,Commendable,All Students,Title 1 Schoolwide,47.0,94.0,254.0,45.7,54.3,96.9,,,,25.6,25.6,,48.4,40.409707,-90.1545264
17-064-0070-26-0000,District,,Lexington CUSD 7,Lexington,McLean,Unit District,,,,,,,,508.0,,49.8,93.3,,,4.5,14.8,9.3,,20.7,40.641579,-88.782133
17-064-0070-26-2001,School,Lexington Elem School,Lexington CUSD 7,Lexington,McLean,Unit District,Elementary School,PK - 5,Commendable,All Students,Title 1 Targeted,53.0,105.0,237.0,48.5,51.5,92.8,,,4.6,13.9,11.0,100.0,24.9,40.6451,-88.78
17-064-0070-26-0002,School,Lexington High School,Lexington CUSD 7,Lexington,McLean,Unit District,High School,9 - 12,Exemplary,All Students,Title 1 Eligible but Not Served,53.0,105.0,161.0,49.7,,93.8,,,,14.3,6.8,100.0,18.0,40.64503,-88.78007
17-064-0070-26-1001,School,Lexington Jr High School,Lexington CUSD 7,Lexington,McLean,Unit District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Eligible but Not Served,53.0,105.0,110.0,51.8,,93.6,,,,17.3,9.1,,15.5,40.6450786,-88.7802207
06-016-2120-16-0000,District,,Leyden CHSD 212,Franklin Park,Cook,High School District,,,,,,,,3418.0,51.6,48.4,22.6,1.5,71.9,0.8,12.9,12.9,39.4,56.1,41.9367711,-87.8645308
